NAME	FEATURE CLASS	DESCRIPTION	PHONE NUMBER	E-MAIL ADDRESS	WEB ADDRESS	LONGITUDE	LATITUDE	USER
Zamek Breclav, Zamecke namesti 3, okoli volne pristupne, budova uzavrena, castecne opraveny	USER_POI_PRIVATE	Zamek Breclav, Zamecke namesti 3, okoli volne pristupne, budova uzavrena, castecne opraveny				168761860	487598890	Host
Zamek Libouchec, Zamecka 342, Otevreno od kvetna 2014+420736754954	USER_POI_PRIVATE	Zamek Libouchec, Zamecka 342, Otevreno od kvetna 2014+420736754954				140386550	507598750	Host
Zamek Koldin, Koldin 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Koldin, Koldin 1, nepristupnonenalezeno				162521960	500357500	Host
Zamek Bruntal, Zamecke namesti 1/7, X-VI ut-ne 9-16, V-IX po-ne 9-17+420554709152	USER_POI_PRIVATE	Zamek Bruntal, Zamecke namesti 1/7, X-VI ut-ne 9-16, V-IX po-ne 9-17+420554709152				174647350	499903650	Host
Zamek Loukovec, Loukovec 16, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Loukovec, Loukovec 16, nepristupnonenalezeno				150136090	505616190	Host
Zamek Josefuv Dul, Josefuv Dul 4, chatrajici, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Josefuv Dul, Josefuv Dul 4, chatrajici, nepristupnonenalezeno				148954980	504564180	Host
Zamek Domousnice, Domousnice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Domousnice, Domousnice 1, nepristupnonenalezeno				151083340	503930840	Host
Zamek Dobrovice, Palackeho namesti 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Dobrovice, Palackeho namesti 1, nepristupnonenalezeno				149635610	503668170	Host
Zamek Vinarice, Vinarice 33, na objednavku v obdobi od 1. kvetna do 31. rijna+420603807767	USER_POI_PRIVATE	Zamek Vinarice, Vinarice 33, na objednavku v obdobi od 1. kvetna do 31. rijna+420603807767				149521830	503758090	Host
Zamek Kunstat, Zamecka 1, IV-X po-ne 9-16+420516462062	USER_POI_PRIVATE	Zamek Kunstat, Zamecka 1, IV-X po-ne 9-16+420516462062				165126520	495025900	Host
Zamek Jaromerice, Jaromerice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Jaromerice, Jaromerice 1, nepristupnonenalezeno				167543510	496270360	Host
Zamek Letovice, Zamek 1, denne 9-18+420602528912	USER_POI_PRIVATE	Zamek Letovice, Zamek 1, denne 9-18+420602528912				165754740	495431660	Host
Zamek Lysice, Zamecka 1, IV,X so-ne 10-16, V-IX ut-ne 9-16+420516472235	USER_POI_PRIVATE	Zamek Lysice, Zamecka 1, IV,X so-ne 10-16, V-IX ut-ne 9-16+420516472235				165332330	494532010	Host
Zamek Kromeriz, Snemovni namesti 1, IV so-ne 9-16, V-IX denne 9-17, X so-ne 9-16+420608199470	USER_POI_PRIVATE	Zamek Kromeriz, Snemovni namesti 1, IV so-ne 9-16, V-IX denne 9-17, X so-ne 9-16+420608199470				173930100	493001690	Host
Zamek Cesky Krumlov, Cesky Krumlov-Latran, Zamek 59, IV-X denne 9-17+420380704721	USER_POI_PRIVATE	Zamek Cesky Krumlov, Cesky Krumlov-Latran, Zamek 59, IV-X denne 9-17+420380704721				143156580	488125440	Host
Zamek Litomysl, Litomysl-Zahradi, Jiraskova 93, IV so-ne 10-15, V ut-ne 10-16, VI-IX ut-ne 10-17, X so-ne 10-15+420461615067	USER_POI_PRIVATE	Zamek Litomysl, Litomysl-Zahradi, Jiraskova 93, IV so-ne 10-15, V ut-ne 10-16, VI-IX ut-ne 10-17, X so-ne 10-15+420461615067				163127820	498733840	Host
Zamek Velke Vselisy, Velke Vselisy 18, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Velke Vselisy, Velke Vselisy 18, nepristupnonenalezeno				147443980	503797530	Host
Zamek Nimerice, Nimerice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Nimerice, Nimerice 1, nepristupnonenalezeno				148081270	503971110	Host
Zamek Mnichovo Hradiste, V Lipach 148, IV,X so-ne 8:45-15, V-IX ut-ne 8:45-16+420326773098	USER_POI_PRIVATE	Zamek Mnichovo Hradiste, V Lipach 148, IV,X so-ne 8:45-15, V-IX ut-ne 8:45-16+420326773098				149709320	505275470	Host
Zamek Lustenice, Boleslavska 6, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Lustenice, Boleslavska 6, nepristupnonenalezeno				149394290	503210080	Host
Zamek Krnsko, Krnsko 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Krnsko, Krnsko 1, nepristupnonenalezeno				148509420	503805860	Host
Zamek Kosmonosy, Podzamecka 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Kosmonosy, Podzamecka 1, nepristupnonenalezeno				149243900	504405130	Host
Zamek Horky nad Jizerou, Horky nad Jizerou 35, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Horky nad Jizerou, Horky nad Jizerou 35, nepristupnonenalezeno				148571740	503274260	Host
Zamek Brezno, Brezno 51, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Brezno, Brezno 51, nepristupnonenalezeno				150051950	504072320	Host
Zamek Bezno, Zamecka 26, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Bezno, Zamecka 26, nepristupnonenalezeno				147902750	503692500	Host
Zamek Benatky nad Jizerou, Benatky nad Jizerou I, Zamek 49+420326316682	USER_POI_PRIVATE	Zamek Benatky nad Jizerou, Benatky nad Jizerou I, Zamek 49+420326316682				148229920	502906830	Host
Zamek Bela pod Bezdezem, Zamek 1, muzeum - V-IX ut-ne 9-16+420326701618	USER_POI_PRIVATE	Zamek Bela pod Bezdezem, Zamek 1, muzeum - V-IX ut-ne 9-16+420326701618				148074780	505013290	Host
Zamek Brandys nad Labem, Plantaz 402/8, ut-ne 10-17+420326904630	USER_POI_PRIVATE	Zamek Brandys nad Labem, Plantaz 402/8, ut-ne 10-17+420326904630				146661150	501874710	Host
Zamek Dobrejovice, U Zamku 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Dobrejovice, U Zamku 1, nepristupnonenalezeno				145792600	499826280	Host
Zamek Modletice, Modletice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Modletice, Modletice 1, nepristupnonenalezeno				145906380	499699450	Host
Zamek Nebrenice, Popovicky-Nebrenice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Nebrenice, Popovicky-Nebrenice 1, nepristupnonenalezeno				146056450	499442830	Host
Zamek Predbor, Strancice-Predbor 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Predbor, Strancice-Predbor 1, nepristupnonenalezeno				146241330	499471290	Host
Zamek Vidovice-Berchtold, Kunice-Vidovice 6, hotelnenalezeno	USER_POI_PRIVATE	Zamek Vidovice-Berchtold, Kunice-Vidovice 6, hotelnenalezeno				146674190	499288650	Host
Zamek Pakomerice, Pivovarska 1, pristupno prilezitostnenenalezeno	USER_POI_PRIVATE	Zamek Pakomerice, Pivovarska 1, pristupno prilezitostnenenalezeno				144792290	501815630	Host
Zamek Klecany, Csl. armady, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Klecany, Csl. armady, nepristupnonenalezeno				144100390	501781420	Host
Zamek Kamenice, Ringhofferova 63, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Kamenice, Ringhofferova 63, nepristupnonenalezeno				145839320	498983040	Host
Zamek Skvorec, Smirickych 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Skvorec, Smirickych 1, nepristupnonenalezeno				147337500	500459550	Host
Zamek Lojovice, Lojovice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Lojovice, Lojovice 1, nepristupnonenalezeno				146485520	498972260	Host
Zamek Kovanice, Kovanice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Kovanice, Kovanice 1, nepristupnonenalezeno				150749530	501708790	Host
Zamek Dymokury, 1. maje 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Dymokury, 1. maje 1, nepristupnonenalezeno				152043700	502455650	Host
Zamek Zdonin, Dvory-Veleliby 3, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Zdonin, Dvory-Veleliby 3, nepristupnonenalezeno				150234980	502055280	Host
Zamek Prerov nad Labem, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Prerov nad Labem, nepristupnonenalezeno				148235550	501598550	Host
Zamek Podebrady, Podebrady I, Jiriho namesti 1/8, V-X ut-ne 9-17, muzeum+420325612640	USER_POI_PRIVATE	Zamek Podebrady, Podebrady I, Jiriho namesti 1/8, V-X ut-ne 9-17, muzeum+420325612640				151190220	501415990	Host
Zamek Lysa nad Labem, Zamecka 1/21, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Lysa nad Labem, Zamecka 1/21, nepristupnonenalezeno				148337960	502032680	Host
Zamek Loucen, Loucen 1, I-IV so-ne 10-16, VI-VIII denne 9-18:30, IX denne 10-17, X-XII so-ne 10-16+420325585228	USER_POI_PRIVATE	Zamek Loucen, Loucen 1, I-IV so-ne 10-16, VI-VIII denne 9-18:30, IX denne 10-17, X-XII so-ne 10-16+420325585228				150245170	502869670	Host
Zamek Kounice, Kounice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Kounice, Kounice 1, nepristupnonenalezeno				148558060	501086720	Host
Zamek Krinec, Krinec 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Krinec, Krinec 1, nepristupnonenalezeno				151400720	502689560	Host
Zamek Zasmuky, Komenskeho namesti 1+420321796290	USER_POI_PRIVATE	Zamek Zasmuky, Komenskeho namesti 1+420321796290				150280950	499540360	Host
Zamek Svojsice, Svojsice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Svojsice, Svojsice 1, nepristupnonenalezeno				150413830	500025910	Host
Zamek Polni Voderady, Polni Voderady 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Polni Voderady, Polni Voderady 1, nepristupnonenalezeno				150990500	499930710	Host
Zamek Libodrice, Libodrice 3, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Libodrice, Libodrice 3, nepristupnonenalezeno				150879190	500056200	Host
Zamek Cirkvice, Cirkvice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Cirkvice, Cirkvice 1, nepristupnonenalezeno				150149230	499111450	Host
Zamek Cerveny Hradek, Cerveny Hradek 45, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Cerveny Hradek, Cerveny Hradek 45, nepristupnonenalezeno				150970980	499437260	Host
Zamek Becvary, Becvary 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Becvary, Becvary 1, nepristupnonenalezeno				150785980	499563640	Host
Zamek Pasinka, Pasinka 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Pasinka, Pasinka 1, nepristupnonenalezeno				151866840	499975230	Host
Zamek Ratbor - stary zamek, Komenskeho 1nenalezeno	USER_POI_PRIVATE	Zamek Ratbor - stary zamek, Komenskeho 1nenalezeno				151560960	499776080	Host
Zamek Kolin, Zameckanenalezeno	USER_POI_PRIVATE	Zamek Kolin, Zameckanenalezeno				151992310	500292200	Host
Zamek Konarovice, Na Rynku 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Konarovice, Na Rynku 1, nepristupnonenalezeno				152854910	500398460	Host
Zamek Radim, Radim 1, ut-ne 9-18 celorocne+420603833981	USER_POI_PRIVATE	Zamek Radim, Radim 1, ut-ne 9-18 celorocne+420603833981				150096740	500716640	Host
Zamek Molitorov, Molitorov 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Molitorov, Molitorov 1, nepristupnonenalezeno				149589250	499948860	Host
Zamek Lipany, Lipany 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Lipany, Lipany 1, nepristupnonenalezeno				149378710	500340720	Host
Zamek Klasterni Skalice, Klasterni Skalice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Klasterni Skalice, Klasterni Skalice 1, nepristupnonenalezeno				149855290	500229300	Host
Zamek Cerhenice, Zamecka 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Cerhenice, Zamecka 1, nepristupnonenalezeno				150711240	500688840	Host
Zamek Suchdol, Suchdol 1, pristupno prilezitostnenenalezeno	USER_POI_PRIVATE	Zamek Suchdol, Suchdol 1, pristupno prilezitostnenenalezeno				151666960	499532110	Host
Zamek Jindice, Jindice 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Jindice, Jindice 1, nepristupnynenalezeno				150863470	499139960	Host
Zamek Hlizov, Hlizov 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Hlizov, Hlizov 1, nepristupnonenalezeno				152946770	499839450	Host
Zamek Sedlec, Kutna Hora-Sedlec, Zamecka 16, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Sedlec, Kutna Hora-Sedlec, Zamecka 16, nepristupnonenalezeno				152875610	499607210	Host
Zamek Malesov, Malesov 1nenalezeno	USER_POI_PRIVATE	Zamek Malesov, Malesov 1nenalezeno				152219440	499119860	Host
Zamek Kluky, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Kluky, nepristupnonenalezeno				153246510	499068140	Host
Zamek Zehusice, Zehusice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Zehusice, Zehusice 1, nepristupnonenalezeno				154121180	499669670	Host
Zamek Zleby, Zamecka 1, IV,X so-ne 9-16(17), V-IX ut-ne 9-16(17)+420327398121	USER_POI_PRIVATE	Zamek Zleby, Zamecka 1, IV,X so-ne 9-16(17), V-IX ut-ne 9-16(17)+420327398121				154833630	498877980	Host
Zamek Kacina, Svaty Mikulas 51, IV,X so-ne 9-16(17), V-IX ut-ne 9-16(17)+420327571170	USER_POI_PRIVATE	Zamek Kacina, Svaty Mikulas 51, IV,X so-ne 9-16(17), V-IX ut-ne 9-16(17)+420327571170				153460550	499817440	Host
Zamek Slavicin, Osvobozeni 24, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Slavicin, Osvobozeni 24, nepristupnonenalezeno				178762950	490895330	Host
Zamek Nove Dvory, Masarykovo namesti 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Nove Dvory, Masarykovo namesti 1, nepristupnonenalezeno				153228700	499709110	Host
Zamek Trebesice u Kutne Hory, Trebesice 1, pristupno prilezitostne+420773244357	USER_POI_PRIVATE	Zamek Trebesice u Kutne Hory, Trebesice 1, pristupno prilezitostne+420773244357				153388240	499295870	Host
Zamek Umonin, Umonin 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Umonin, Umonin 1, nepristupnonenalezeno				152713340	498893330	Host
Zamek Zaky, Zaky 3, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Zaky, Zaky 3, nepristupnonenalezeno				153684350	498864060	Host
Zamek Tupadly, Tupadly 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Tupadly, Tupadly 1, nepristupnonenalezeno				154014160	498694910	Host
Zamek Kresetice, Kresetice 1, volne pristupno - obecni uradnenalezeno	USER_POI_PRIVATE	Zamek Kresetice, Kresetice 1, volne pristupno - obecni uradnenalezeno				152629660	499072000	Host
Zamek Hrabesin, Hrabesin 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Hrabesin, Hrabesin 1, nepristupnynenalezeno				153329980	498521380	Host
Zamek Filipov, Caslav-Filipov, Zamecka 1/25, Nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Filipov, Caslav-Filipov, Zamecka 1/25, Nepristupnynenalezeno				154229060	498972430	Host
Zamek Cervene Janovice, Cervene Janovice 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Cervene Janovice, Cervene Janovice 1, nepristupnynenalezeno				152537330	498351590	Host
Zamek Morany, Cestin-Morany 1nenalezeno	USER_POI_PRIVATE	Zamek Morany, Cestin-Morany 1nenalezeno				151169250	498151940	Host
Zamek Cestin, Cestin 2, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Cestin, Cestin 2, nepristupnonenalezeno				151031190	498080250	Host
Zamek Ostrov u Bohdance , Ostrov 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Ostrov u Bohdance , Ostrov 1, nepristupnynenalezeno				151937380	497690460	Host
Zamek Horka nad Sazavou, Horka II 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Horka nad Sazavou, Horka II 1, nepristupnonenalezeno				151354430	497328430	Host
Zamek Kounice, Vlastejovice-Kounice, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Kounice, Vlastejovice-Kounice, nepristupnonenalezeno				151700000	497172690	Host
Zamek Hodkov, Hodkov 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Hodkov, Hodkov 1, nepristupnonenalezeno				151473570	497832700	Host
Zamek Trebesice u Benesova, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Trebesice u Benesova, nepristupnynenalezeno				148290380	497774570	Host
Zamek Vidlakova Lhota, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Vidlakova Lhota, nepristupnonenalezeno				146593850	498142360	Host
Zamek Votice - stary zamek, U autobus. nadrazi, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Votice - stary zamek, U autobus. nadrazi, nepristupnynenalezeno				146434180	496381980	Host
Zamek Cechtice, namesti Dr. Tyrse 16, hotel, jinak nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Cechtice, namesti Dr. Tyrse 16, hotel, jinak nepristupnonenalezeno				150484320	496241290	Host
Zamek Neustupov, Neustupov 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Neustupov, Neustupov 1, nepristupnonenalezeno				146965640	496161310	Host
Zamek Strezimir, Strezimir 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Strezimir, Strezimir 1, nepristupnynenalezeno				146123930	495321320	Host
Zamek Milhostice, Cerveny Ujezd-Milhostice 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Milhostice, Cerveny Ujezd-Milhostice 1, nepristupnynenalezeno				146122880	495493440	Host
Zamek Ruzkovy Lhotice, Cechtice-Ruzkovy Lhotice 1, muzeum, objednani prohlidky na telefonu+420317842927	USER_POI_PRIVATE	Zamek Ruzkovy Lhotice, Cechtice-Ruzkovy Lhotice 1, muzeum, objednani prohlidky na telefonu+420317842927				150714830	496060690	Host
Zamek Vrazdovy Lhotice, Dolni Kralovice-Vrazdovy Lhotice 10nenalezeno	USER_POI_PRIVATE	Zamek Vrazdovy Lhotice, Dolni Kralovice-Vrazdovy Lhotice 10nenalezeno				151787280	496425890	Host
Zamek Krchleby, Krecovice-Krchleby, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Krchleby, Krecovice-Krchleby, nepristupnynenalezeno				144648210	497373120	Host
Zamek Ostredek, Ostredek 1, pristupno prilezitostne, S vyjimkou svetnicky Svatopluka Cecha je zamek verejnosti nepristupny.nenalezeno	USER_POI_PRIVATE	Zamek Ostredek, Ostredek 1, pristupno prilezitostne, S vyjimkou svetnicky Svatopluka Cecha je zamek verejnosti nepristupny.nenalezeno				148309960	498343010	Host
Zamek Smilkov, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Smilkov, nepristupnynenalezeno				146201900	496028400	Host
Zamek Ratmerice, Ratmerice 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Ratmerice, Ratmerice 1, nepristupnonenalezeno				147581900	496443500	Host
Zamek Komorni Hradek, Chocerady-Komorni Hradek, nepristupny, skolici a vycvikove stredisko ministerstva obranynenalezeno	USER_POI_PRIVATE	Zamek Komorni Hradek, Chocerady-Komorni Hradek, nepristupny, skolici a vycvikove stredisko ministerstva obranynenalezeno				147980900	498679210	Host
Zamek Naceradec, Naceradec 1, nepristupno, detsky domovnenalezeno	USER_POI_PRIVATE	Zamek Naceradec, Naceradec 1, nepristupno, detsky domovnenalezeno				149065050	496100490	Host
Zamek Liboun, Zvestov-Liboun, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Liboun, Zvestov-Liboun, nepristupnynenalezeno				148189260	496349910	Host
Zamek Odlochovice, Jankov-Odlochovice 1, nepristupno, Ustav socialni pecenenalezeno	USER_POI_PRIVATE	Zamek Odlochovice, Jankov-Odlochovice 1, nepristupno, Ustav socialni pecenenalezeno				147638330	496271900	Host
Zamek Pravonin, Pravonin 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Pravonin, Pravonin 1, nepristupnynenalezeno				149422110	496360890	Host
zamek Korozluky, Korozluky 54, I-IV so,ne 10-16, V–IX po-pa pouze po telefonicke objednavce, so-ne 10-17. Tripatrovy zamek Korozluky na Mostecku je unikatni, byl postaven jako kopie italske neorenesancni vily. Tyto stavby jsou v tuzemsku pouze dve. Nyni uz lze pouzit slovo je, protoze jednoduse malem nebyl. Po obdobi, kdy za totality slouzil zemedelskemu ucilisti, zustal pocatkem 90. let opusteny a chatral. Kdyz sem prijel Miroslav Perout s umyslem stavbu koupit, nasel zborcene strechy, chybejici stropy, vytrhane podlahy, nebyla ani schodiste. Z jednokridleho zamku zbyly vlastne pouze obvodove zdi. Prilehly park a zahrada byly zarostle, po cele plose lezely skladky.+420777599626	USER_POI_PRIVATE	zamek Korozluky, Korozluky 54, I-IV so,ne 10-16, V–IX po-pa pouze po telefonicke objednavce, so-ne 10-17. Tripatrovy zamek Korozluky na Mostecku je unikatni, byl postaven jako kopie italske neorenesancni vily. Tyto stavby jsou v tuzemsku pouze dve. Nyni uz lze pouzit slovo je, protoze jednoduse malem nebyl. Po obdobi, kdy za totality slouzil zemedelskemu ucilisti, zustal pocatkem 90. let opusteny a chatral. Kdyz sem prijel Miroslav Perout s umyslem stavbu koupit, nasel zborcene strechy, chybejici stropy, vytrhane podlahy, nebyla ani schodiste. Z jednokridleho zamku zbyly vlastne pouze obvodove zdi. Prilehly park a zahrada byly zarostle, po cele plose lezely skladky.+420777599626				137256150	504795430	Host
Zamek Lounovice pod Blanikem, namesti J. Zizky 1, pristupno prilezitostne+420317852658	USER_POI_PRIVATE	Zamek Lounovice pod Blanikem, namesti J. Zizky 1, pristupno prilezitostne+420317852658				148466170	496369990	Host
Zamek Prostibor, Kopec, nepristupno, rekonstrukcenenalezeno	USER_POI_PRIVATE	Zamek Prostibor, Kopec, nepristupno, rekonstrukcenenalezeno				129126060	496578760	Host
Zamek Vojkov, Vojkov 1, nepristupny, domov seniorunenalezeno	USER_POI_PRIVATE	Zamek Vojkov, Vojkov 1, nepristupny, domov seniorunenalezeno				145165600	496525990	Host
Zamek Lesany, restauracenenalezeno	USER_POI_PRIVATE	Zamek Lesany, restauracenenalezeno				145250680	498430060	Host
Zamek Tloskov, Neveklov-Tloskov 1, nepristupno, pristupne jsou pouze venkovni prostory a anglicky parknenalezeno	USER_POI_PRIVATE	Zamek Tloskov, Neveklov-Tloskov 1, nepristupno, pristupne jsou pouze venkovni prostory a anglicky parknenalezeno				145256420	497594090	Host
Zamek Chotysany, Chotysany 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Chotysany, Chotysany 1, nepristupnynenalezeno				148156960	497447210	Host
Zamek Pysely, namesti T. G. Masaryka 1, nepristupno, domov duchodcunenalezeno	USER_POI_PRIVATE	Zamek Pysely, namesti T. G. Masaryka 1, nepristupno, domov duchodcunenalezeno				146784160	498766680	Host
Zamek Tvorsovice, Tvorsovice 1nenalezeno	USER_POI_PRIVATE	Zamek Tvorsovice, Tvorsovice 1nenalezeno				146293370	497507520	Host
Zamek Mesice, Zamecka 1/2, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Mesice, Zamecka 1/2, nepristupnynenalezeno				145222310	501956860	Host
Zamek Nachod, Zamek 1282, IV so-ne 10-16, V-VI ut-ne 9-17, VII-VII po 10-16, ut-ne 9-18, IX ut-ne 9-17, X so-ne 10-16+420491426201	USER_POI_PRIVATE	Zamek Nachod, Zamek 1282, IV so-ne 10-16, V-VI ut-ne 9-17, VII-VII po 10-16, ut-ne 9-18, IX ut-ne 9-17, X so-ne 10-16+420491426201				161618860	504186500	Host
Zamek Moravska Trebova, Zamecke namesti 1, IV-XI ut-ne 10-16, VII-VII ut-ne 10-17+420731151784	USER_POI_PRIVATE	Zamek Moravska Trebova, Zamecke namesti 1, IV-XI ut-ne 10-16, VII-VII ut-ne 10-17+420731151784				166660720	497570940	Host
Zamek Hradek u Susice, Hradek 1, muzeum, hotel a restaurace+420376508514	USER_POI_PRIVATE	Zamek Hradek u Susice, Hradek 1, muzeum, hotel a restaurace+420376508514				134980610	492611270	Host
Zamek Mezimesti, Skolni 201nenalezeno	USER_POI_PRIVATE	Zamek Mezimesti, Skolni 201nenalezeno				162426480	506274760	Host
Zamek Rabstejn nad Strelou, Rabstejn nad Strelou 1, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Rabstejn nad Strelou, Rabstejn nad Strelou 1, nepristupnonenalezeno				132924650	500424580	Host
Zamek Tisova, zanikly, nepristupnonenalezeno	USER_POI_PRIVATE	Zamek Tisova, zanikly, nepristupnonenalezeno				127126840	497651200	Host
Zamek Zbraslavice, Zbraslavice 2nenalezeno	USER_POI_PRIVATE	Zamek Zbraslavice, Zbraslavice 2nenalezeno				151814260	498123390	Host
Zamek Hradec nad Moravici, Mestecko 2+420553783444	USER_POI_PRIVATE	Zamek Hradec nad Moravici, Mestecko 2+420553783444				178744340	498652380	Host
Zamek Letohrad, Vaclavske namesti 1, 25.6.-9.9. po-pa 8-17, so 9-17, ne 13-17, (celorocne cely den na objednavku)+420465622092	USER_POI_PRIVATE	Zamek Letohrad, Vaclavske namesti 1, 25.6.-9.9. po-pa 8-17, so 9-17, ne 13-17, (celorocne cely den na objednavku)+420465622092				164997540	500352640	Host
Zamek Horsovsky Tyn, Namesti Republiky 1, IV,X so-ne 9-16, V,IX ut-ne 9-16, VI-VIII ut-ne 9-17+420379423111	USER_POI_PRIVATE	Zamek Horsovsky Tyn, Namesti Republiky 1, IV,X so-ne 9-16, V,IX ut-ne 9-16, VI-VIII ut-ne 9-17+420379423111				129426830	495295990	Host
Zamek Pobezovice, Sandova 1, Zamek prochazi rozsahlou rekonstrukci, neni proto verejnostii zpristupnen.+420379497889	USER_POI_PRIVATE	Zamek Pobezovice, Sandova 1, Zamek prochazi rozsahlou rekonstrukci, neni proto verejnostii zpristupnen.+420379497889				128034550	495109960	Host
Zamek Uhersky Brod, Premysla Otakara II. 36, muzeumnenalezeno	USER_POI_PRIVATE	Zamek Uhersky Brod, Premysla Otakara II. 36, muzeumnenalezeno				176449500	490276090	Host
Zamek Stirin, Kamenice-Stirin, Ringhofferova 711, nepristupny, hotel+420255736567	USER_POI_PRIVATE	Zamek Stirin, Kamenice-Stirin, Ringhofferova 711, nepristupny, hotel+420255736567				145992100	499164890	Host
Zamek Cernikovice, Cernikovice 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Cernikovice, Cernikovice 1, nepristupnynenalezeno				162141680	501882000	Host
Zamek Rokytnice v Orlickych Horach, namesti T. G. Masaryka 1, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Rokytnice v Orlickych Horach, namesti T. G. Masaryka 1, nepristupnynenalezeno				164643860	501655430	Host
Zamek Potstejn, Jarnikova 1, IV,X so-ne 9-16, V-IX ut-ne 9-17+420728939028	USER_POI_PRIVATE	Zamek Potstejn, Jarnikova 1, IV,X so-ne 9-16, V-IX ut-ne 9-17+420728939028				163087000	500822640	Host
Zamek Borohradek, Rude armady 1, nepristupny, (nyni domov duchodcu)nenalezeno	USER_POI_PRIVATE	Zamek Borohradek, Rude armady 1, nepristupny, (nyni domov duchodcu)nenalezeno				160959200	500980030	Host
